ticker,earnings_date,session,friday_amc,reaction_date,prev_close,open_t,gap,eps_estimate,reported_eps,surprise_pct
NBR,2016-08-02 17:00:00-04:00,amc,False,2016-08-03,391.8315734863281,391.8315819316557,2.155346366101348e-08,-23.41,-32.5,-38.83
NBR,2016-04-25 16:00:00-04:00,amc,False,2016-04-26,464.9970397949219,448.4059706091243,-0.03567994581882656,-17.56,-70.5,-301.45
NBR,2016-02-16 16:00:00-05:00,amc,False,2016-02-17,280.5248107910156,294.7737096861088,0.05079372072265039,-22.55,-29.0,-28.62
NBR,2015-10-27 16:00:00-04:00,amc,False,2015-10-28,438.80609130859375,451.63407660590275,0.02923383597309186,-8.17,-51.0,-524.53
NBR,2015-08-04 16:00:00-04:00,amc,False,2015-08-05,504.97491455078125,499.69637007972796,-0.010453082557079127,-3.91,-6.5,-66.22
NBR,2015-04-21 17:00:00-04:00,amc,False,2015-04-22,629.509521484375,660.1747893982948,0.048712953287206096,2.94,21.5,630.66
NBR,2015-03-02 16:00:00-05:00,amc,False,2015-03-03,546.83203125,534.1861128901604,-0.023125782026580183,19.52,16.5,-15.49
NCLH,2024-10-31 07:00:00-04:00,bmo,False,2024-10-31,23.84000015258789,25.200000762939453,0.0570470051026376,0.94,0.99,5.28
NCLH,2024-07-31 07:00:00-04:00,bmo,False,2024-07-31,18.559999465942383,19.290000915527344,0.0393319757861262,0.34,0.4,16.74
NCLH,2024-05-01 07:00:00-04:00,bmo,False,2024-05-01,18.920000076293945,18.0,-0.04862579664820779,0.09,0.16,79.01
NCLH,2024-02-27 07:00:00-05:00,bmo,False,2024-02-27,15.930000305175781,17.690000534057617,0.11048337697206435,-0.13,-0.18,-33.33
NCLH,2023-11-01 07:00:00-04:00,bmo,False,2023-11-01,13.600000381469727,13.569999694824219,-0.0022059327797067088,0.68,0.76,11.15
NCLH,2023-08-01 07:00:00-04:00,bmo,False,2023-08-01,22.06999969482422,19.65999984741211,-0.10919800093958743,0.26,0.3,13.23
NCLH,2023-05-01 07:00:00-04:00,bmo,False,2023-05-01,13.350000381469727,13.460000038146973,0.008239674422026947,-0.43,-0.3,29.46
NCLH,2023-02-28 07:00:00-05:00,bmo,False,2023-02-28,16.5,15.699999809265137,-0.04848486004453717,-0.84,-1.04,-24.0
NCLH,2022-11-08 07:00:00-05:00,bmo,False,2022-11-08,16.670000076293945,17.030000686645508,0.021595717378760648,-0.69,-0.64,7.12
NCLH,2022-08-09 07:00:00-04:00,bmo,False,2022-08-09,13.529999732971191,12.460000038146973,-0.0790834971132144,-0.83,-1.14,-36.78
NCLH,2022-05-10 07:00:00-04:00,bmo,False,2022-05-10,15.949999809265137,17.299999237060547,0.08463946356984994,-1.41,-1.82,-29.4
NCLH,2022-02-24 07:00:00-05:00,bmo,False,2022-02-24,19.290000915527344,17.530000686645508,-0.09123899146449167,-1.61,-1.95,-20.87
NCLH,2021-11-03 07:00:00-04:00,bmo,False,2021-11-03,26.829999923706055,26.350000381469727,-0.017890404159569797,-2.0,-2.17,-8.46
NCLH,2021-08-06 07:00:00-04:00,bmo,False,2021-08-06,24.18000030517578,24.559999465942383,0.015715432422275938,-2.0,-1.93,3.38
NCLH,2021-05-06 07:00:00-04:00,bmo,False,2021-05-06,29.850000381469727,29.690000534057617,-0.005360128823027889,-2.06,-2.03,1.69
NCLH,2021-02-25 07:00:00-05:00,bmo,False,2021-02-25,31.270000457763672,32.52000045776367,0.03997441578833274,-2.16,-2.33,-7.95
NCLH,2020-11-09 16:00:00-05:00,amc,False,2020-11-10,21.510000228881836,20.799999237060547,-0.033007949059338404,-2.22,-2.35,-5.86
NCLH,2020-08-06 07:00:00-04:00,bmo,False,2020-08-06,13.720000267028809,13.34000015258789,-0.027696800805034567,-2.28,-2.78,-21.69
NCLH,2020-05-14 07:00:00-04:00,bmo,False,2020-05-14,10.3100004196167,9.9399995803833,-0.03588756781516738,-0.69,-0.99,-42.53
NCLH,2020-02-20 07:00:00-05:00,bmo,False,2020-02-20,52.02000045776367,51.4900016784668,-0.010188365525432745,0.7,0.73,3.59
NCLH,2019-11-07 07:00:00-05:00,bmo,False,2019-11-07,52.060001373291016,53.209999084472656,0.022089851725813403,2.16,2.23,3.05
NCLH,2019-08-08 07:00:00-04:00,bmo,False,2019-08-08,47.63999938964844,47.349998474121094,-0.006087340874113387,1.27,1.3,2.63
NCLH,2019-05-09 07:00:00-04:00,bmo,False,2019-05-09,57.34000015258789,58.0,0.011510286809483414,0.71,0.83,17.07
NCLH,2019-02-21 07:00:00-05:00,bmo,False,2019-02-21,53.70000076293945,54.75,0.019553058140460846,0.8,0.85,6.11
NCLH,2018-11-08 07:00:00-05:00,bmo,False,2018-11-08,48.0,49.0099983215332,0.0210416316986084,2.21,2.27,2.77
NCLH,2018-08-09 07:00:00-04:00,bmo,False,2018-08-09,48.93000030517578,51.459999084472656,0.05170649424723697,1.03,1.21,17.05
NCLH,2018-05-02 08:00:00-04:00,bmo,False,2018-05-02,53.86000061035156,54.93000030517578,0.019866314197897937,0.54,0.6,10.82
NCLH,2018-02-22 07:00:00-05:00,bmo,False,2018-02-22,58.720001220703125,59.529998779296875,0.013794236065311358,0.64,0.68,6.48
NCLH,2017-11-09 07:00:00-05:00,bmo,False,2017-11-09,55.560001373291016,55.7400016784668,0.003239746233381333,1.82,1.86,2.07
NCLH,2017-08-08 07:00:00-04:00,bmo,False,2017-08-08,56.650001525878906,59.04999923706055,0.042365360044787845,0.97,1.02,5.04
NCLH,2017-05-10 07:00:00-04:00,bmo,False,2017-05-10,55.779998779296875,54.439998626708984,-0.024022950554191135,0.37,0.4,6.91
NCLH,2017-02-22 07:00:00-05:00,bmo,False,2017-02-22,48.20000076293945,49.2400016784668,0.02157678213828974,0.55,0.56,1.71
NCLH,2016-11-09 07:00:00-05:00,bmo,False,2016-11-09,39.130001068115234,36.81999969482422,-0.05903402275072519,1.59,1.62,1.97
NCLH,2016-08-09 07:00:00-04:00,bmo,False,2016-08-09,42.959999084472656,39.54999923706055,-0.07937616201310885,0.83,0.85,2.41
NCLH,2016-02-23 07:00:00-05:00,bmo,False,2016-02-23,44.08000183105469,45.599998474121094,0.03448268103282059,0.51,0.51,0.34
NCLH,2015-11-03 07:00:00-05:00,bmo,False,2015-11-03,63.7599983215332,59.959999084472656,-0.05959848395694202,1.34,1.35,0.5
NCLH,2015-08-04 07:00:00-04:00,bmo,False,2015-08-04,62.0,62.70000076293945,0.011290334886120211,0.73,0.75,2.35
NCLH,2015-05-07 07:00:00-04:00,bmo,False,2015-05-07,48.70000076293945,49.18000030517578,0.009856253279601717,0.23,0.27,17.63
NCLH,2015-02-17 17:00:00-05:00,amc,False,2015-02-18,43.400001525878906,44.689998626708984,0.029723434457965818,0.36,0.36,-1.28
NDAQ,2024-10-24 07:00:00-04:00,bmo,False,2024-10-24,72.56417083740234,71.90635257806095,-0.009065331440434959,0.69,0.74,6.56
NDAQ,2024-07-25 07:00:00-04:00,bmo,False,2024-07-25,61.38405990600586,63.60535273584566,0.03618680213138641,0.64,0.69,7.32
NDAQ,2024-04-25 07:00:00-04:00,bmo,False,2024-04-25,59.93647384643555,57.70469549290345,-0.03723572993716955,0.65,0.63,-3.55
NDAQ,2024-01-31 07:00:00-05:00,bmo,False,2024-01-31,56.754241943359375,56.89988928083359,0.002566281082911331,0.71,0.72,1.78
NDAQ,2023-10-18 07:00:00-04:00,bmo,False,2023-10-18,48.29042053222656,49.60575917633222,0.027238086345259063,0.68,0.71,3.67
NDAQ,2023-07-19 07:00:00-04:00,bmo,False,2023-07-19,49.47886276245117,49.73886986818865,0.005254912728810633,0.66,0.71,7.28
NDAQ,2023-04-19 07:00:00-04:00,bmo,False,2023-04-19,53.32205581665039,54.654871786004534,0.024995584827731968,0.66,0.69,4.91
NDAQ,2023-01-25 07:00:00-05:00,bmo,False,2023-01-25,59.14369201660156,56.30686207364465,-0.04796504658790351,0.65,0.64,-1.97
NDAQ,2022-10-19 07:00:00-04:00,bmo,False,2022-10-19,54.485233306884766,54.25666539100348,-0.00419504335411194,0.65,0.68,5.24
NDAQ,2022-07-20 07:00:00-04:00,bmo,False,2022-07-20,50.41426086425781,51.43001091000681,0.020148069778984513,0.64,0.69,8.18
